"geodatasource_country","geodatasource_region","amchart_country","amchart_id"
"PR","Hormigueros","PR","PR-HO"
"PR","Humacao","PR","PR-HU"
"PR","Isabela","PR","PR-IS"
"PR","Juana Diaz","PR","PR-JD"
"PR","Lajas","PR","PR-LJ"
"PR","Lares","PR","PR-LR"
"PR","Las Marias","PR","PR-LM"
"PR","Las Piedras","PR","PR-LP"
"PR","Loiza","PR","PR-LZ"
"PR","Luquillo","PR","PR-LQ"
"PR","Manati","PR","PR-MT"
"PR","Maricao","PR","PR-MR"
"PR","Mayaguez","PR","PR-MG"
"PR","Moca","PR","PR-MC"
"PR","Morovis","PR","PR-MV"
"PR","Municipio de Jayuya","PR","PR-JY"
"PR","Municipio de Juncos","PR","PR-JC"
"PR","Naguabo","PR","PR-NG"
"PR","Naranjito","PR","PR-NR"
"PR","Patillas","PR","PR-PT"
"PR","Penuelas","PR","PR-PN"
"PR","Ponce","PR","PR-PO"
"PR","Quebradillas","PR","PR-QB"
"PR","Rincon","PR","PR-RC"
"PR","Rio Grande","PR","PR-RG"
"PR","Sabana Grande","PR","PR-SB"
"PR","Salinas","PR","PR-SA"
"PR","San German","PR","PR-SG"
"PR","San Juan","PR","PR-SJ"
"PR","San Lorenzo","PR","PR-SL"
"PR","San Sebastian","PR","PR-SS"
"PR","Santa Isabel Municipio","PR","PR-SI"
"PR","Toa Alta","PR","PR-TA"
"PR","Toa Baja","PR","PR-TB"
"PR","Trujillo Alto","PR","PR-TJ"
"PR","Utuado","PR","PR-UT"
"PR","Vega Alta","PR","PR-VA"
"PR","Vega Baja","PR","PR-VB"
"PR","Vieques","PR","PR-VQ"
"PR","Villalba","PR","PR-VL"
"PR","Yabucoa","PR","PR-YB"
"PR","Yauco","PR","PR-YU"
"PR","Maunabo","PR","PR-MB"
"PS","Bethlehem","PS","PS-BTH"
"PS","Gaza","PS","PS-GZA"
"PS","Hebron","PS","PS-HBN"
"PS","Jenin","PS","PS-JEN"
"PS","Jericho and Al Aghwar","PS","PS-JRH"
"PS","Jerusalem","PS","PS-JEM"
"PS","Nablus","PS","PS-NBS"
"PS","Qalqilya","PS","PS-QQA"
"PS","Ramallah","PS","PS-RBH"
"PS","Salfit","PS","PS-SLT"
"PS","Tubas","PS","PS-TBS"
"PS","Tulkarm","PS","PS-TKM"
"PT","Aveiro","PT","PT-01"
"PT","Beja","PT","PT-02"
"PT","Braga","PT","PT-03"
"PT","Braganca","PT","PT-04"
"PT","Castelo Branco","PT","PT-05"
"PT","Coimbra","PT","PT-06"
"PT","Evora","PT","PT-07"
"PT","Faro","PT","PT-08"
"PT","Guarda","PT","PT-09"
"PT","Leiria","PT","PT-10"
"PT","Lisboa","PT","PT-11"
"PT","Portalegre","PT","PT-12"
"PT","Porto","PT","PT-13"
"PT","Regiao Autonoma da Madeira","PT","PT-30"
"PT","Regiao Autonoma dos Acores","PT","PT-20"
"PT","Santarem","PT","PT-14"
"PT","Setubal","PT","PT-15"
"PT","Viana do Castelo","PT","PT-16"
"PT","Vila Real","PT","PT-17"
"PT","Viseu","PT","PT-18"
"PW","Airai","PW","PW-AR"
"PW","Kayangel","PW","PW-KA"
"PW","Koror","PW","PW-KO"
"PW","Melekeok","PW","PW-ME"
"PW","Ngardmau","PW","PW-NM"
"PW","Aimeliik","PW","PW-AM"
"PW","Angaur","PW","PW-AN"
"PW","Hatohobei","PW","PW-HA"
"PW","Ngaraard","PW","PW-ND"
"PW","Ngarchelong","PW","PW-NC"
"PW","Ngatpang","PW","PW-NP"
"PW","Ngchesar","PW","PW-NS"
"PW","Ngeremlengui","PW","PW-NL"
"PW","Ngiwal","PW","PW-NW"
"PW","Peleliu","PW","PW-PE"
"PW","Sonsorol","PW","PW-SO"
"PY","Alto Paraguay","PY","PY-16"
"PY","Alto Parana","PY","PY-10"
"PY","Amambay","PY","PY-13"
"PY","Asuncion","PY","PY-ASU"
"PY","Boqueron","PY","PY-19"
"PY","Caaguazu","PY","PY-5"
"PY","Caazapa","PY","PY-6"
"PY","Canindeyu","PY","PY-14"
"PY","Central","PY","PY-11"
"PY","Concepcion","PY","PY-1"
"PY","Cordillera","PY","PY-3"
"PY","Guaira","PY","PY-4"
"PY","Itapua","PY","PY-7"
"PY","Misiones","PY","PY-8"
"PY","Neembucu","PY","PY-12"
"PY","Paraguari","PY","PY-9"
"PY","Presidente Hayes","PY","PY-15"
"PY","San Pedro","PY","PY-2"
"QA","Ad Dawhah","QA","QA-DA"
"QA","Al Khawr wa adh Dhakhirah","QA","QA-KH"
"QA","Al Wakrah","QA","QA-WA"
"QA","Ar Rayyan","QA","QA-RA"
"QA","Ash Shamal","QA","QA-MS"
"QA","Az Za'ayin","QA","QA-ZA"
"QA","Umm Salal","QA","QA-US"
"RE","Reunion","RE","RE"
"RO","Alba","RO","RO-AB"
"RO","Arad","RO","RO-AR"
"RO","Arges","RO","RO-AG"
"RO","Bacau","RO","RO-BC"
"RO","Bihor","RO","RO-BH"
"RO","Bistrita-Nasaud","RO","RO-BN"
"RO","Botosani","RO","RO-BT"
"RO","Braila","RO","RO-BR"
"RO","Brasov","RO","RO-BV"
"RO","Bucuresti","RO","RO-B"
"RO","Buzau","RO","RO-BZ"
"RO","Calarasi","RO","RO-CL"
"RO","Caras-Severin","RO","RO-CS"
"RO","Cluj","RO","RO-CJ"
"RO","Constanta","RO","RO-CT"
"RO","Covasna","RO","RO-CV"
"RO","Dambovita","RO","RO-DB"
"RO","Dolj","RO","RO-DJ"
"RO","Galati","RO","RO-GL"
"RO","Giurgiu","RO","RO-GR"
"RO","Gorj","RO","RO-GJ"
"RO","Harghita","RO","RO-HR"
"RO","Hunedoara","RO","RO-HD"
"RO","Ialomita","RO","RO-IL"
"RO","Iasi","RO","RO-IS"
"RO","Ilfov","RO","RO-IF"
"RO","Maramures","RO","RO-MM"
"RO","Mehedinti","RO","RO-MH"
"RO","Mures","RO","RO-MS"
"RO","Neamt","RO","RO-NT"
"RO","Olt","RO","RO-OT"
"RO","Prahova","RO","RO-PH"
"RO","Salaj","RO","RO-SJ"
"RO","Satu Mare","RO","RO-SM"
"RO","Sibiu","RO","RO-SB"
"RO","Suceava","RO","RO-SV"
"RO","Teleorman","RO","RO-TR"
"RO","Timis","RO","RO-TM"
"RO","Tulcea","RO","RO-TL"
"RO","Valcea","RO","RO-VL"
"RO","Vaslui","RO","RO-VS"
"RO","Vrancea","RO","RO-VN"
"RS","Beograd","RS","RS-00"
"RS","Borski okrug","RS","RS-14"
"RS","Branicevski okrug","RS","RS-11"
"RS","Jablanicki okrug","RS","RS-23"
"RS","Juznobacki okrug","RS","RS-06"
"RS","Juznobanatski okrug","RS","RS-04"
"RS","Kolubarski okrug","RS","RS-09"
"RS","Kosovsko-Mitrovacki okrug","RS","RS-28"
"RS","Macvanski okrug","RS","RS-08"
"RS","Moravicki okrug","RS","RS-17"
"RS","Nisavski okrug","RS","RS-20"
"RS","Pcinjski okrug","RS","RS-24"
"RS","Pecki okrug","RS","RS-26"
"RS","Pirotski okrug","RS","RS-22"
"RS","Podunavski okrug","RS","RS-10"
"RS","Pomoravski okrug","RS","RS-13"
"RS","Prizrenski okrug","RS","RS-27"
"RS","Rasinski okrug","RS","RS-19"
"RS","Raski okrug","RS","RS-18"
"RS","Severnobacki okrug","RS","RS-01"
"RS","Severnobanatski okrug","RS","RS-03"
"RS","Srednjebanatski okrug","RS","RS-02"
"RS","Sremski okrug","RS","RS-07"
"RS","Sumadijski okrug","RS","RS-12"
"RS","Toplicki okrug","RS","RS-21"
"RS","Zajecarski okrug","RS","RS-15"
"RS","Zapadnobacki okrug","RS","RS-05"
"RS","Zlatiborski okrug","RS","RS-16"
"RU","Adygeya, Respublika","RU","RU-AD"
"RU","Altay, Respublika","RU","RU-AL"
"RU","Altayskiy kray","RU","RU-ALT"
"RU","Amurskaya oblast'","RU","RU-AMU"
"RU","Arkhangel'skaya oblast'","RU","RU-ARK"
"RU","Astrakhanskaya oblast'","RU","RU-AST"
"RU","Bashkortostan, Respublika","RU","RU-BA"
"RU","Belgorodskaya oblast'","RU","RU-BEL"
"RU","Bryanskaya oblast'","RU","RU-BRY"
"RU","Buryatiya, Respublika","RU","RU-BU"
"RU","Chechenskaya Respublika","RU","RU-CE"
"RU","Chelyabinskaya oblast'","RU","RU-CHE"
"RU","Chukotskiy avtonomnyy okrug","RU","RU-CHU"
"RU","Chuvashskaya Respublika","RU","RU-CU"
"RU","Dagestan, Respublika","RU","RU-DA"
"RU","Ingushetiya, Respublika","RU","RU-IN"
"RU","Irkutskaya oblast'","RU","RU-IRK"
"RU","Ivanovskaya oblast'","RU","RU-IVA"
"RU","Kabardino-Balkarskaya Respublika","RU","RU-KB"
"RU","Kaliningradskaya oblast'","RU","RU-KGD"
"RU","Kalmykiya, Respublika","RU","RU-KL"
"RU","Kaluzhskaya oblast'","RU","RU-KLU"
"RU","Kamchatskiy kray","RU","RU-KAM"
"RU","Karachayevo-Cherkesskaya Respublika","RU","RU-KC"
"RU","Kareliya, Respublika","RU","RU-KR"
"RU","Kemerovskaya oblast'","RU","RU-KEM"
"RU","Khabarovskiy kray","RU","RU-KHA"
"RU","Khakasiya, Respublika","RU","RU-KK"
"RU","Khanty-Mansiyskiy avtonomnyy okrug","RU","RU-KHM"
"RU","Kirovskaya oblast'","RU","RU-KIR"
"RU","Komi, Respublika","RU","RU-KO"
"RU","Kostromskaya oblast'","RU","RU-KOS"
"RU","Krasnodarskiy kray","RU","RU-KDA"
"RU","Krasnoyarskiy kray","RU","RU-KYA"
"RU","Kurganskaya oblast'","RU","RU-KGN"
"RU","Kurskaya oblast'","RU","RU-KRS"
"RU","Leningradskaya oblast'","RU","RU-LEN"
"RU","Lipetskaya oblast'","RU","RU-LIP"
"RU","Magadanskaya oblast'","RU","RU-MAG"
"RU","Mariy El, Respublika","RU","RU-ME"
"RU","Mordoviya, Respublika","RU","RU-MO"
"RU","Moskovskaya oblast'","RU","RU-MOS"
"RU","Moskva","RU","RU-MOW"
"RU","Murmanskaya oblast'","RU","RU-MUR"
"RU","Nenetskiy avtonomnyy okrug","RU","RU-NEN"
"RU","Nizhegorodskaya oblast'","RU","RU-NIZ"
"RU","Novgorodskaya oblast'","RU","RU-NGR"
"RU","Novosibirskaya oblast'","RU","RU-NVS"
"RU","Omskaya oblast'","RU","RU-OMS"
"RU","Orenburgskaya oblast'","RU","RU-ORE"
"RU","Orlovskaya oblast'","RU","RU-ORL"
"RU","Penzenskaya oblast'","RU","RU-PNZ"
"RU","Permskiy kray","RU","RU-PER"
"RU","Primorskiy kray","RU","RU-PRI"
"RU","Pskovskaya oblast'","RU","RU-PSK"
"RU","Rostovskaya oblast'","RU","RU-ROS"
"RU","Ryazanskaya oblast'","RU","RU-RYA"
"RU","Saha, Respublika","RU","RU-SA"
"RU","Sakhalinskaya oblast'","RU","RU-SAK"
"RU","Samarskaya oblast'","RU","RU-SAM"
"RU","Sankt-Peterburg","RU","RU-SPE"
"RU","Saratovskaya oblast'","RU","RU-SAR"
"RU","Severnaya Osetiya, Respublika","RU","RU-SE"
"RU","Smolenskaya oblast'","RU","RU-SMO"
"RU","Stavropol'skiy kray","RU","RU-STA"
"RU","Sverdlovskaya oblast'","RU","RU-SVE"
"RU","Tambovskaya oblast'","RU","RU-TAM"
"RU","Tatarstan, Respublika","RU","RU-TA"
"RU","Tomskaya oblast'","RU","RU-TOM"
"RU","Tul'skaya oblast'","RU","RU-TUL"
"RU","Tverskaya oblast'","RU","RU-TVE"
"RU","Tyumenskaya oblast'","RU","RU-TYU"
"RU","Tyva, Respublika","RU","RU-TY"
"RU","Udmurtskaya Respublika","RU","RU-UD"
"RU","Ul'yanovskaya oblast'","RU","RU-ULY"
"RU","Vladimirskaya oblast'","RU","RU-VLA"
"RU","Volgogradskaya oblast'","RU","RU-VGG"
"RU","Vologodskaya oblast'","RU","RU-VLG"
"RU","Voronezhskaya oblast'","RU","RU-VOR"
"RU","Yamalo-Nenetskiy avtonomnyy okrug","RU","RU-YAN"
"RU","Yaroslavskaya oblast'","RU","RU-YAR"
"RU","Yevreyskaya avtonomnaya oblast'","RU","RU-YEV"
"RU","Zabaykal'skiy kray","RU","RU-ZAB"
"RW","Est","RW","RW-02"
"RW","Nord","RW","RW-03"
"RW","Ouest","RW","RW-04"
"RW","Sud","RW","RW-05"
"RW","Ville de Kigali","RW","RW-01"
"SA","'Asir","SA","SA-14"
"SA","Al Bahah","SA","SA-11"
"SA","Al Hudud ash Shamaliyah","SA","SA-08"
"SA","Al Jawf","SA","SA-12"
"SA","Al Madinah al Munawwarah","SA","SA-03"
"SA","Al Qasim","SA","SA-05"
"SA","Ar Riyad","SA","SA-01"
"SA","Ash Sharqiyah","SA","SA-04"
"SA","Ha'il","SA","SA-06"
"SA","Jazan","SA","SA-09"
"SA","Makkah al Mukarramah","SA","SA-02"
"SA","Najran","SA","SA-10"
"SA","Tabuk","SA","SA-07"
"SB","Guadalcanal","SB","SB-GU"
"SB","Western","SB","SB-WE"
"SB","Central","SB","SB-CE"
"SB","Choiseul","SB","SB-CH"
"SB","Isabel","SB","SB-IS"
"SB","Makira-Ulawa","SB","SB-MK"
"SB","Malaita","SB","SB-ML"
"SB","Rennell and Bellona","SB","SB-RB"
"SB","Temotu","SB","SB-TE"
"SC","Anse Boileau","SC","SC-02"
"SC","Anse Royale","SC","SC-05"
"SC","Anse aux Pins","SC","SC-01"
"SC","Baie Lazare","SC","SC-06"
"SC","Beau Vallon","SC","SC-08"
"SC","Bel Ombre","SC","SC-10"
"SC","Cascade","SC","SC-11"
"SC","English River","SC","SC-16"
"SC","Grand Anse Mahe","SC","SC-13"
"SC","La Digue","SC","SC-15"
"SC","Takamaka","SC","SC-23"
"SC","Pointe Larue","SC","SC-20"
"SC","Port Glaud","SC","SC-21"
"SD","Blue Nile","SD","SD-NB"
"SD","Gedaref","SD","SD-GD"
"SD","Gezira","SD","SD-GZ"
"SD","Kassala","SD","SD-KA"
"SD","Khartoum","SD","SD-KH"
"SD","North Darfur","SD","SD-DN"
"SD","North Kordofan","SD","SD-KN"
"SD","Northern","SD","SD-NO"
"SD","Red Sea","SD","SD-RS"
"SD","River Nile","SD","SD-NR"
"SD","Sennar","SD","SD-SI"
"SD","South Darfur","SD","SD-DS"
"SD","South Kordofan","SD","SD-KS"
"SD","West Darfur","SD","SD-DW"
"SD","White Nile","SD","SD-NW"
"SE","Blekinge lan","SE","SE-K"
"SE","Dalarnas lan","SE","SE-W"
"SE","Gavleborgs lan","SE","SE-X"
"SE","Gotlands lan","SE","SE-I"
"SE","Hallands lan","SE","SE-N"
"SE","Jamtlands lan","SE","SE-Z"
"SE","Jonkopings lan","SE","SE-F"
"SE","Kalmar lan","SE","SE-H"
"SE","Kronobergs lan","SE","SE-G"
"SE","Norrbottens lan","SE","SE-BD"
"SE","Orebro lan","SE","SE-T"
"SE","Ostergotlands lan","SE","SE-E"
"SE","Skane lan","SE","SE-M"
"SE","Sodermanlands lan","SE","SE-D"
"SE","Stockholms lan","SE","SE-AB"
"SE","Uppsala lan","SE","SE-C"
"SE","Varmlands lan","SE","SE-S"
"SE","Vasterbottens lan","SE","SE-AC"
"SE","Vasternorrlands lan","SE","SE-Y"
"SE","Vastmanlands lan","SE","SE-U"
"SE","Vastra Gotalands lan","SE","SE-O"
"SG","Singapore","SG","SG-01"
"SG","Singapore","SG","SG-02"
"SG","Singapore","SG","SG-03"
"SG","Singapore","SG","SG-04"
"SG","Singapore","SG","SG-05"
"SH","Saint Helena","SH","SH-HL-AF"
"SH","Saint Helena","SH","SH-HL-BH"
"SH","Saint Helena","SH","SH-HL-HT"
"SH","Saint Helena","SH","SH-HL-JM"
"SH","Saint Helena","SH","SH-HL-LV"
"SH","Saint Helena","SH","SH-HL-LW"
"SH","Saint Helena","SH","SH-HL-SB"
"SH","Saint Helena","SH","SH-HL-SP"
"SH","Ascension","SH","SH-HL-LW"
"SH","Tristan da Cunha","SH","SH-HL-LW"
"SI","Ajdovscina","SI","SI-SP"
"SI","Apace","SI","SI-PM"
"SI","Beltinci","SI","SI-PM"
"SI","Benedikt","SI","SI-PD"
"SI","Bistrica ob Sotli","SI","SI-PS"
"SI","Bled","SI","SI-GO"
"SI","Bloke","SI","SI-NO"
"SI","Bohinj","SI","SI-GO"
"SI","Borovnica","SI","SI-LJ"
"SI","Bovec","SI","SI-SP"
"SI","Braslovce","SI","SI-SA"
"SI","Brda","SI","SI-SP"
"SI","Brezice","SI","SI-PS"
"SI","Brezovica","SI","SI-LJ"
"SI","Cankova","SI","SI-PM"
"SI","Celje","SI","SI-SA"
"SI","Cerklje na Gorenjskem","SI","SI-GO"
"SI","Cerknica","SI","SI-NO"
"SI","Cerkno","SI","SI-SP"
"SI","Cirkulane","SI","SI-PD"
"SI","Crensovci","SI","SI-PM"
"SI","Crnomelj","SI","SI-JS"
"SI","Destrnik","SI","SI-PD"
"SI","Divaca","SI","SI-JP"
"SI","Dobje","SI","SI-SA"
"SI","Dobrepolje","SI","SI-LJ"
"SI","Dobrna","SI","SI-SA"
"SI","Dobrova-Polhov Gradec","SI","SI-LJ"
"SI","Dobrovnik","SI","SI-PM"
"SI","Domzale","SI","SI-LJ"
"SI","Dornava","SI","SI-PD"
"SI","Dravograd","SI","SI-KO"
"SI","Duplek","SI","SI-PD"
"SI","Gorje","SI","SI-GO"
"SI","Gornja Radgona","SI","SI-PM"
"SI","Gornji Petrovci","SI","SI-PM"
"SI","Grad","SI","SI-PM"
"SI","Grosuplje","SI","SI-LJ"
"SI","Hajdina","SI","SI-PD"
"SI","Hoce-Slivnica","SI","SI-PD"
"SI","Hodos","SI","SI-PM"
"SI","Horjul","SI","SI-LJ"
"SI","Hrastnik","SI","SI-ZS"
"SI","Hrpelje-Kozina","SI","SI-JP"
"SI","Idrija","SI","SI-SP"
"SI","Ig","SI","SI-LJ"
"SI","Ilirska Bistrica","SI","SI-NO"
"SI","Ivancna Gorica","SI","SI-LJ"
"SI","Izola","SI","SI-JP"
"SI","Jesenice","SI","SI-GO"
"SI","Jursinci","SI","SI-PD"
"SI","Kamnik","SI","SI-LJ"
"SI","Kanal","SI","SI-SP"
"SI","Kidricevo","SI","SI-PD"
"SI","Kobarid","SI","SI-SP"
"SI","Kobilje","SI","SI-PM"
"SI","Kocevje","SI","SI-JS"
"SI","Komen","SI","SI-JP"
"SI","Komenda","SI","SI-LJ"
"SI","Koper","SI","SI-JP"
"SI","Kosanjevica na Krki","SI","SI-PS"
"SI","Kostel","SI","SI-JS"
"SI","Kranj","SI","SI-GO"
"SI","Kranjska Gora","SI","SI-GO"
"SI","Krizevci","SI","SI-PM"
"SI","Krsko","SI","SI-PS"
"SI","Kungota","SI","SI-PD"
"SI","Kuzma","SI","SI-PM"
"SI","Lasko","SI","SI-SA"
"SI","Lenart","SI","SI-PD"
"SI","Lendava","SI","SI-PM"
"SI","Litija","SI","SI-ZS"
"SI","Ljubljana","SI","SI-LJ"
"SI","Ljutomer","SI","SI-PM"
"SI","Log-Dragomer","SI","SI-LJ"
"SI","Logatec","SI","SI-LJ"
"SI","Loska Dolina","SI","SI-NO"
"SI","Lovrenc na Pohorju","SI","SI-PD"
"SI","Luce","SI","SI-SA"
"SI","Lukovica","SI","SI-LJ"
"SI","Majsperk","SI","SI-PD"
"SI","Makole","SI","SI-PD"
"SI","Maribor","SI","SI-PD"
"SI","Markovci","SI","SI-PD"
"SI","Medvode","SI","SI-LJ"
"SI","Menges","SI","SI-LJ"
"SI","Metlika","SI","SI-JS"
"SI","Mezica","SI","SI-KO"
"SI","Miklavz na Dravskem Polju","SI","SI-PD"
"SI","Miren-Kostanjevica","SI","SI-SP"
"SI","Mirna Pec","SI","SI-JS"
"SI","Mislinja","SI","SI-KO"
"SI","Mokronog-Trebelno","SI","SI-JS"
"SI","Moravce","SI","SI-LJ"
"SI","Mozirje","SI","SI-SA"
"SI","Murska Sobota","SI","SI-PM"
"SI","Muta","SI","SI-KO"
"SI","Naklo","SI","SI-GO"
"SI","Nazarje","SI","SI-SA"
"SI","Nova Gorica","SI","SI-SP"
"SI","Novo Mesto","SI","SI-JS"
"SI","Odranci","SI","SI-PM"
"SI","Oplotnica","SI","SI-PD"
"SI","Ormoz","SI","SI-PD"
"SI","Piran","SI","SI-JP"
"SI","Pivka","SI","SI-NO"
"SI","Podcetrtek","SI","SI-SA"
"SI","Podlehnik","SI","SI-PD"
"SI","Poljcane","SI","SI-PD"
"SI","Polzela","SI","SI-SA"
"SI","Postojna","SI","SI-NO"
"SI","Prebold","SI","SI-SA"
"SI","Preddvor","SI","SI-GO"
"SI","Prevalje","SI","SI-KO"
"SI","Ptuj","SI","SI-PD"
"SI","Puconci","SI","SI-PM"
"SI","Race-Fram","SI","SI-PD"
"SI","Radece","SI","SI-PS"
"SI","Radenci","SI","SI-PM"
"SI","Radlje ob Dravi","SI","SI-KO"
"SI","Radovljica","SI","SI-GO"
"SI","Ravne na Koroskem","SI","SI-KO"
"SI","Razkrizje","SI","SI-PM"
"SI","Recica ob Savinji","SI","SI-SA"
"SI","Rence-Vogrsko","SI","SI-SP"
"SI","Ribnica","SI","SI-JS"
"SI","Rogaska Slatina","SI","SI-SA"
"SI","Rogasovci","SI","SI-PM"
"SI","Ruse","SI","SI-PD"
"SI","Salovci","SI","SI-PM"
"SI","Semic","SI","SI-JS"
"SI","Sempeter-Vrtojba","SI","SI-SP"
"SI","Sencur","SI","SI-GO"
"SI","Sentilj","SI","SI-PD"
"SI","Sentjernej","SI","SI-JS"
"SI","Sentjur","SI","SI-SA"
"SI","Sentrupert","SI","SI-JS"
"SI","Sevnica","SI","SI-PS"
"SI","Sezana","SI","SI-JP"
"SI","Skocjan","SI","SI-JS"
"SI","Skofja Loka","SI","SI-GO"
"SI","Skofljica","SI","SI-LJ"
"SI","Slovenj Gradec","SI","SI-KO"
"SI","Slovenska Bistrica","SI","SI-PD"
"SI","Slovenske Konjice","SI","SI-SA"
"SI","Smarje pri Jelsah","SI","SI-SA"
"SI","Smarjeske Toplice","SI","SI-JS"
"SI","Smartno ob Paki","SI","SI-SA"
"SI","Smartno pri Litiji","SI","SI-LJ"
"SI","Sodrazica","SI","SI-JS"
"SI","Solcava","SI","SI-SA"
"SI","Sostanj","SI","SI-SA"
"SI","Starse","SI","SI-PD"
"SI","Store","SI","SI-SA"
"SI","Straza","SI","SI-JS"
"SI","Sveta Trojica v Slovenskih Goricah","SI","SI-PD"
"SI","Sveti Andraz v Slovenskih Goricah","SI","SI-PD"
"SI","Sveti Jurij","SI","SI-PD"
"SI","Sveti Jurij v Slovenskih Goricah","SI","SI-PD"
"SI","Sveti Tomaz","SI","SI-PD"
"SI","Tabor","SI","SI-SA"
"SI","Tisina","SI","SI-PM"
"SI","Tolmin","SI","SI-SP"
"SI","Trbovlje","SI","SI-ZS"
"SI","Trebnje","SI","SI-JS"
"SI","Trnovska Vas","SI","SI-PD"
"SI","Trzic","SI","SI-GO"
"SI","Trzin","SI","SI-LJ"
"SI","Turnisce","SI","SI-PM"
"SI","Velenje","SI","SI-SA"
"SI","Velika Polana","SI","SI-PM"
"SI","Velike Lasce","SI","SI-LJ"
"SI","Verzej","SI","SI-PM"
"SI","Videm","SI","SI-PD"
"SI","Vipava","SI","SI-SP"
"SI","Vitanje","SI","SI-SA"
"SI","Vodice","SI","SI-LJ"
"SI","Vojnik","SI","SI-SA"
"SI","Vransko","SI","SI-SA"
"SI","Vrhnika","SI","SI-LJ"
"SI","Vuzenica","SI","SI-KO"
"SI","Zagorje ob Savi","SI","SI-ZS"
"SI","Zalec","SI","SI-SA"
"SI","Zavrc","SI","SI-PD"
"SI","Zelezniki","SI","SI-GO"
"SI","Zetale","SI","SI-PD"
"SI","Ziri","SI","SI-GO"
"SI","Zrece","SI","SI-SA"
"SI","Zuzemberk","SI","SI-JS"
"SI","Loski Potok","SI","SI-JS"
"SJ","Svalbard and Jan Mayen","SJ","SJ-JN"
"SJ","Svalbard and Jan Mayen","SJ","SJ-SV"
"SK","Banskobystricky kraj","SK","SK-BC"
"SK","Bratislavsky kraj","SK","SK-BL"
"SK","Kosicky kraj","SK","SK-KI"
"SK","Nitriansky kraj","SK","SK-NI"
"SK","Presovsky kraj","SK","SK-PV"
"SK","Trenciansky kraj","SK","SK-TC"
"SK","Trnavsky kraj","SK","SK-TA"
"SK","Zilinsky kraj","SK","SK-ZI"
"SL","Eastern","SL","SL-E"
"SL","Western Area","SL","SL-W"
"SL","Northern","SL","SL-N"
"SL","Southern","SL","SL-S"
"SM","Domagnano","SM","SM-03"
"SM","San Marino","SM","SM-07"
"SM","Serravalle","SM","SM-09"
"SM","Acquaviva","SM","SM-01"
"SM","Borgo Maggiore","SM","SM-06"
"SM","Chiesanuova","SM","SM-02"
"SM","Faetano","SM","SM-04"
"SM","Fiorentino","SM","SM-05"
"SM","Montegiardino","SM","SM-08"
"SN","Dakar","SN","SN-DK"
"SN","Diourbel","SN","SN-DB"
"SN","Fatick","SN","SN-FK"
"SN","Kaffrine","SN","SN-KA"
"SN","Kaolack","SN","SN-KL"
"SN","Louga","SN","SN-LG"
"SN","Saint-Louis","SN","SN-SL"
"SN","Tambacounda","SN","SN-TC"
"SN","Thies","SN","SN-TH"
"SN","Ziguinchor","SN","SN-ZG"
"SN","Kedougou","SN","SN-KE"
"SN","Kolda","SN","SN-KD"
"SN","Matam","SN","SN-MT"
"SN","Sedhiou","SN","SN-SE"
"SO","Awdal","SO","SO-AW"
"SO","Banaadir","SO","SO-BN"
"SO","Bay","SO","SO-BY"
"SO","Mudug","SO","SO-MU"
"SO","Nugaal","SO","SO-NU"
"SO","Togdheer","SO","SO-TO"
"SO","Woqooyi Galbeed","SO","SO-WO"
"SO","Bakool","SO","SO-BK"
"SO","Bari","SO","SO-BR"
"SO","Galguduud","SO","SO-GA"
"SO","Gedo","SO","SO-GE"
"SO","Hiiraan","SO","SO-HI"
"SO","Jubbada Dhexe","SO","SO-JD"
"SO","Jubbada Hoose","SO","SO-JH"
"SO","Sanaag","SO","SO-SA"
"SO","Shabeellaha Dhexe","SO","SO-SD"
"SO","Shabeellaha Hoose","SO","SO-SH"
"SO","Sool","SO","SO-SO"
"SR","Brokopondo","SR","SR-BR"
"SR","Commewijne","SR","SR-CM"
"SR","Nickerie","SR","SR-NI"
"SR","Para","SR","SR-PR"
"SR","Paramaribo","SR","SR-PM"
"SR","Saramacca","SR","SR-SA"
"SR","Sipaliwini","SR","SR-SI"
"SR","Wanica","SR","SR-WA"
"SR","Coronie","SR","SR-CR"
"SR","Marowijne","SR","SR-MA"
"SS","Central Equatoria","SS","SS-EC"
"SS","Eastern Equatoria","SS","SS-EE"
"SS","Unity","SS","SS-UY"
"SS","Upper Nile","SS","SS-NU"
"SS","Western Equatoria","SS","SS-EW"
"SS","Jonglei","SS","SS-JG"
"SS","Lakes","SS","SS-LK"
"SS","Northern Bahr el Ghazal","SS","SS-BN"
"SS","Warrap","SS","SS-WR"
"SS","Western Bahr el Ghazal","SS","SS-BW"
"ST","Principe","ST","ST-P"
"ST","Sao Tome","ST","ST-S"
"SV","Ahuachapan","SV","SV-AH"
"SV","Cabanas","SV","SV-CA"
"SV","Chalatenango","SV","SV-CH"
"SV","Cuscatlan","SV","SV-CU"
"SV","La Libertad","SV","SV-LI"
"SV","La Paz","SV","SV-PA"
"SV","La Union","SV","SV-UN"
"SV","Morazan","SV","SV-MO"
"SV","San Miguel","SV","SV-SM"
"SV","San Salvador","SV","SV-SS"
"SV","San Vicente","SV","SV-SV"
"SV","Santa Ana","SV","SV-SA"
"SV","Sonsonate","SV","SV-SO"
"SV","Usulutan","SV","SV-US"
"SX","Sint Maarten (Dutch Part)","SX","SX"
"SY","Al Hasakah","SY","SY-HA"
